1,200000000,0
2,200000000,200
3,200000000,100
4,200000000,0
5,200000000,150
6,200000000,100
7,200000000,200
8,200000000,0
9,200000000,100
10,200000000,200
11,200000000,0
12,200000000,133
13,200000000,50
14,200000000,200
15,200000000,0
16,200000000,150
17,200000000,200
18,200000000,0
19,200000000,175
20,200000000,200
21,200000000,125
22,200000000,200
23,200000000,217
24,200000000,200
25,200000000,200
26,200000000,133
27,200000000,0
28,200000000,100
29,200000000,50
30,200000000,100
31,200000000,0
32,200000000,150
33,200000000,0
34,200000000,50
35,200000000,200
36,200000000,0
37,200000000,200
38,200000000,0
39,200000000,50
40,200000000,200
41,200000000,200
42,200000000,217
43,200000000,100
44,200000000,200
45,200000000,200
46,200000000,0
47,200000000,0
48,200000000,0
49,200000000,100
50,200000000,50
51,200000000,100
52,200000000,0
53,200000000,200
54,200000000,100
55,200000000,100
56,200000000,0
57,200000000,200
58,200000000,100
59,200000000,0
60,200000000,0
61,200000000,200
62,200000000,50
63,200000000,200
64,200000000,200
65,200000000,200
66,200000000,50
67,200000000,167
68,200000000,0
69,200000000,200
70,200000000,0
71,200000000,0
72,200000000,100
73,200000000,0
74,200000000,0
75,200000000,100
76,200000000,133
77,200000000,225
78,200000000,0
79,200000000,125
80,200000000,100
81,200000000,50
82,200000000,200
83,200000000,200
84,200000000,200
85,200000000,0
86,200000000,0
87,200000000,200
88,200000000,0
89,200000000,100
90,200000000,100
91,200000000,0
92,200000000,50
93,200000000,200
94,200000000,100
95,200000000,225
96,200000000,0
97,200000000,50
98,200000000,67
99,200000000,100
100,200000000,0
101,200000000,100
102,200000000,150
103,200000000,200
104,200000000,125
105,200000000,200
106,200000000,0
107,200000000,225
108,200000000,133
109,200000000,0
110,200000000,0
111,200000000,133
112,200000000,133
113,200000000,200
114,200000000,100
115,200000000,100
116,200000000,225
117,200000000,150
118,200000000,125
119,200000000,225
120,200000000,0
121,200000000,200
122,200000000,200
123,200000000,50
124,200000000,0
125,200000000,0
126,200000000,150
127,200000000,225
128,200000000,200
129,200000000,0
130,200000000,67
131,200000000,100
132,200000000,50
133,200000000,67
134,200000000,0
135,200000000,0
136,200000000,0
137,200000000,200
138,200000000,33
139,200000000,200
140,200000000,100
141,200000000,50
142,200000000,0
143,200000000,100
144,200000000,50
145,200000000,175
146,200000000,200
147,200000000,0
148,200000000,0
149,200000000,83
150,200000000,100
151,200000000,200
152,200000000,0
153,200000000,0
154,200000000,100
155,200000000,50
156,200000000,200
157,200000000,50
158,200000000,200
159,200000000,100
160,200000000,200
161,200000000,200
162,200000000,200
163,200000000,100
164,200000000,200
165,200000000,200
166,200000000,200
167,200000000,100
168,200000000,175
169,200000000,200
170,200000000,200
171,200000000,100
172,200000000,200
173,200000000,200
174,200000000,50
175,200000000,0
176,200000000,33
177,200000000,200
178,200000000,200
179,200000000,100
180,200000000,0
181,200000000,125
182,200000000,200
183,200000000,0
184,200000000,200
185,200000000,50
186,200000000,0
187,200000000,50
188,200000000,0
189,200000000,0
190,200000000,50
191,200000000,150
192,200000000,0
193,200000000,0
194,200000000,100
195,200000000,125
196,200000000,0
197,200000000,0
198,200000000,0
199,200000000,200
200,200000000,0
201,200000000,0
202,200000000,200
203,200000000,200
204,200000000,200
205,200000000,100
206,200000000,0
207,200000000,0
208,200000000,33
209,200000000,0
210,200000000,150
211,200000000,225
212,200000000,200
213,200000000,200
214,200000000,50
215,200000000,100
216,200000000,100
217,200000000,50
218,200000000,0
219,200000000,0
220,200000000,133
221,200000000,100
222,200000000,225
223,200000000,100
224,200000000,175
225,200000000,100
226,200000000,200
227,200000000,133
228,200000000,100
229,200000000,100
230,200000000,50
231,200000000,225
232,200000000,125
233,200000000,200
234,200000000,150
235,200000000,225
236,200000000,125
237,200000000,200
238,200000000,100
239,200000000,100
240,200000000,200
241,200000000,200
242,200000000,200
243,200000000,200
244,200000000,0
245,200000000,200
246,200000000,0
247,200000000,0
248,200000000,50
249,200000000,0
250,200000000,50
251,200000000,200
252,200000000,100
253,200000000,0
254,200000000,0
255,200000000,100
256,200000000,0
257,200000000,0
258,200000000,100
259,200000000,200
260,200000000,0
261,200000000,200
262,200000000,50
263,200000000,200
264,200000000,200
265,200000000,100
266,200000000,100
267,200000000,200
268,200000000,0
269,200000000,0
270,200000000,50
271,200000000,100
272,200000000,150
273,200000000,0
274,200000000,0
275,200000000,200
276,200000000,150
277,200000000,100
278,200000000,133
279,200000000,133
280,200000000,100
281,200000000,167
282,200000000,200
283,200000000,100
284,200000000,0
285,200000000,0
286,200000000,50
287,200000000,200
288,200000000,50
289,200000000,100
290,200000000,125
291,200000000,0
292,200000000,50
293,200000000,0
294,200000000,100
295,200000000,150
296,200000000,50
297,200000000,133
298,200000000,200
299,200000000,200
300,200000000,50
301,200000000,200
302,200000000,0
303,200000000,0
304,200000000,0
305,200000000,0
306,200000000,0
307,200000000,150
308,200000000,0
309,200000000,0
310,200000000,100
311,200000000,200
312,200000000,0
313,200000000,0
314,200000000,50
315,200000000,0
316,200000000,100
317,200000000,100
318,200000000,150
319,200000000,50
320,200000000,200
321,200000000,150
322,200000000,0
323,200000000,50
324,200000000,200
325,200000000,0
326,200000000,200
327,200000000,0
328,200000000,200
329,200000000,0
330,200000000,0
331,200000000,200
332,200000000,0
333,200000000,0
334,200000000,100
335,200000000,83
336,200000000,125
337,200000000,200
338,200000000,0
339,200000000,200
340,200000000,225
341,200000000,50
342,200000000,0
343,200000000,100
344,200000000,150
345,200000000,200
346,200000000,0
347,200000000,200
348,200000000,100
349,200000000,100
350,200000000,100
351,200000000,0
352,200000000,200
353,200000000,50
354,200000000,100
355,200000000,100
356,200000000,0
357,200000000,100
358,200000000,0
359,200000000,0
360,200000000,0
361,200000000,200
362,200000000,0
363,200000000,33
364,200000000,200
365,200000000,100
366,200000000,0
367,200000000,200
368,200000000,0
369,200000000,100
370,200000000,200
371,200000000,50
372,200000000,0
373,200000000,125
374,200000000,0
375,200000000,100
376,200000000,0
